date,net_value
2025-05-14,1.6661
2025-05-15,1.6365
2025-05-16,1.6383
2025-05-19,1.6337
2025-05-20,1.651
2025-05-21,1.6441
2025-05-22,1.6298
2025-05-23,1.6007
2025-05-26,1.6017
2025-05-27,1.5756
2025-05-28,1.559
2025-05-29,1.6085
2025-05-30,1.5923
2025-06-03,1.6174
2025-06-04,1.6314
2025-06-05,1.652
2025-06-06,1.6521
2025-06-09,1.6813
2025-06-10,1.6341
2025-06-11,1.6281
2025-06-12,1.6383
2025-06-13,1.6218
2025-06-16,1.6112
2025-06-17,1.5824
2025-06-18,1.5855
2025-06-19,1.5711
2025-06-20,1.5586
2025-06-23,1.5766
2025-06-24,1.6091
2025-06-25,1.6472
2025-06-26,1.6173
2025-06-27,1.5988
2025-06-30,1.6098
2025-07-01,1.6186
2025-07-02,1.5696
2025-07-03,1.5808
2025-07-04,1.5959
2025-07-07,1.5801
2025-07-08,1.5892
2025-07-09,1.5759
2025-07-10,1.5687
2025-07-11,1.6118
2025-07-14,1.6106
2025-07-15,1.6475
2025-07-16,1.6499
2025-07-17,1.6642
2025-07-18,1.6865
2025-07-21,1.6812
2025-07-22,1.6845
2025-07-23,1.6878
2025-07-24,1.709
2025-07-25,1.7283
2025-07-28,1.7338
2025-07-29,1.772
2025-07-30,1.749
2025-07-31,1.7514
2025-08-01,1.762
2025-08-04,1.7693
2025-08-05,1.7654
2025-08-06,1.7782
2025-08-07,1.7592
2025-08-08,1.7095
2025-08-11,1.7401
2025-08-12,1.7793
2025-08-13,1.8125
2025-08-14,1.8368
2025-08-15,1.8665
2025-08-18,1.9127
2025-08-19,1.8885
2025-08-20,1.9127
2025-08-21,1.9182
2025-08-22,2.0207
2025-08-25,2.0538
2025-08-26,2.0419
2025-08-27,2.0388
2025-08-28,2.1153
2025-08-29,2.1396
2025-09-01,2.1567
2025-09-02,2.1175
2025-09-03,2.0714
2025-09-04,1.9659
2025-09-05,2.0133
2025-09-08,2.0113
2025-09-09,2.0006
2025-09-10,2.002
2025-09-11,2.0757
2025-09-12,2.1098
2025-09-15,2.1273
2025-09-16,2.1074
2025-09-17,2.1157
2025-09-18,2.1324
2025-09-19,2.0922
2025-09-22,2.1342
2025-09-23,2.0994
2025-09-24,2.1607
2025-09-25,2.1951
2025-09-26,2.1328
2025-09-29,2.1476
2025-09-30,2.2082
2025-10-09,2.2147
